FID	IID	Rivername	Region	Lat	Lon	Dataset
NASP	NASP20B-010	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-011	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-013	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-014	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-015	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-016	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-017	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-018	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-019	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-020	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-021	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-022	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-023	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-024	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-025	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-026	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-027	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-028	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-029	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NASP	NASP20B-030	North Aspy	NorthAm	46.829568	-60.613577	June 2021 Baseline
NEB19_YOY	NEB-38109	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38110	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38111	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38112	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38113	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38114	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38115	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38116	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38117	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38118	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38119	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38120	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38121	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38122	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38123	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38124	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38125	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38126	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38127	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38128	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38129	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38130	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38131	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38132	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38133	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38134	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38135	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NEB19_YOY	NEB-38136	Northeast Brook 2019 YoY	NorthAm	47.7289	-55.3595	June 2021 Baseline
NHR	NHR20-0001	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0002	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0003	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0004	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0005	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0006	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0007	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0008	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0009	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0010	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0011	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0012	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0013	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0014	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0015	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0016	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0017	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0018	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0019	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0020	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0021	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0022	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0023	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0024	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0025	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0026	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0027	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0028	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0029	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NHR	NHR20-0030	North Harbour River	NorthAm	47.20934	-53.6197	June 2021 Baseline
NRP	NRP20-0001	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0002	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0003	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0004	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0005	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0006	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0007	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0008	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0010	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0011	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0012	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0013	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0014	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0015	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0016	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0017	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0018	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0019	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0020	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0021	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0022	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0023	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0024	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0025	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0026	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0027	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0028	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
NRP	NRP20-0029	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	June 2021 Baseline
CBC	PLB18CBC133784	ComeByChanceRiver	NorthAm	47.96587	-53.9592	June 2021 Baseline
CBC	PLB18CBC133786	ComeByChanceRiver	NorthAm	47.96587	-53.9592	June 2021 Baseline
CBC	PLB18CBC133820	ComeByChanceRiver	NorthAm	47.96587	-53.9592	June 2021 Baseline
CBC	PLB18CBC133824_rerun	ComeByChanceRiver	NorthAm	47.96587	-53.9592	June 2021 Baseline
CBC	PLB18CBC133831_rerun	ComeByChanceRiver	NorthAm	47.96587	-53.9592	June 2021 Baseline
CBC	PLB18CBC133834_rerun	ComeByChanceRiver	NorthAm	47.96587	-53.9592	June 2021 Baseline
CBC	PLB18CBC133839_rerun	ComeByChanceRiver	NorthAm	47.96587	-53.9592	June 2021 Baseline
RNR	RNR20-0001	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0002	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0003	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0004	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0005	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0006	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0007	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0008	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0009	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0010	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0011	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0012	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0013	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0014	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0015	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0016	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0017	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0018	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0019	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0020	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0021	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0022	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0023	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0024	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0025	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0026	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0027	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0028	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0029	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
RNR	RNR20-0030	Renews River	NorthAm	46.94003	-52.96281	June 2021 Baseline
SIM	SIM2020-40941	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40942	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40943	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40944	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40945	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40946	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40947	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40949	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40950	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40951	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40952	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40953	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40954	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40955	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40956	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40957	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40958	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40959	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40960	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40961	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40962	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40963	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40964	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40965	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40966	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40967	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40968	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SIM	SIM2020-40969	Simms Brook 2020 YoY	NorthAm	47.67157	-55.47746	June 2021 Baseline
SLR	SLR20-0001	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0002	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0003	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0004	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0005	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0006	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0007	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0008	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0009	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0010	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0011	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0012	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0013	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0014	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0015	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0016	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0017	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0018	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0019	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0020	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0021	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0022	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0023	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0024	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0025	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0026	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0027	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0028	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0030	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
SLR	SLR20-0031	Salmonier River	NorthAm	47.20314	-53.37136	June 2021 Baseline
TEB	TEB2020-40204	Terenceville Brook 2020 YoY	NorthAm	47.69808	-54.65425	June 2021 Baseline
TEB	TEB2020-40219	Terenceville Brook 2020 YoY	NorthAm	47.69808	-54.65425	June 2021 Baseline
TEB	TEB2020-40221	Terenceville Brook 2020 YoY	NorthAm	47.69808	-54.65425	June 2021 Baseline
TRB	TRB2020-40621	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40622	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40623	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40624	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40625	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40626	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40627	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40628	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40629	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40630	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40631	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40632	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40633	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40634	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40645	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40646	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40647	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40648	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40649	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40650	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40651	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40652	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40653	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40654	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40655	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40656	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-40657	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TRB	TRB2020-41096	Tailrace Brook 2020 YoY	NorthAm	48.0054	-55.78633	June 2021 Baseline
TREB	TREB-001	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-002	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-003	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-004	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-005	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-006	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-007	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-008	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-009	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-010	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-011	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-012	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-013	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-014	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-015	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-016	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-017	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TREB	TREB-018	Trout River Eastern Brook	NorthAm	49.366808	-57.95939	June 2021 Baseline
TRF	TRF-001	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-003	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-004	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-005	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-006	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-007	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-008	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-009	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-010	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-011	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-012	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-013	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-014	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-015	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-016	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-017	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-018	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-020	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-021	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-022	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-023	Trout River Feeder	NorthAm	49.581539	-57.904551	June 2021 Baseline
TRF	TRF-025	Trout River Feeder	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0001	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0002	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0003	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0004	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0005	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0006	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0007	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
