FID	IID	Rivername	Region	Lat	Lon	Dataset
BDL	BDL1_1_22_E03	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_24_F03	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_25_G03	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_26_H03	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_27_A04	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_28_B04	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_29_C04	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_2_B01	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_30_D04	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_31_E04	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_32_F04	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_3_C01	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_4_D01	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_5_E01	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_6_F01	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_7_G01	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_8_H01	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDL	BDL1_1_9_A02	BaydeL'EauRiver	NorthAm	47.50754	-54.72749	May 2021 5700 Recluster
BDN	BDN091008OONLAS001532_G04	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN091008OONLAS001564_H03	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN091008OONLAS001568_A04	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN091008OONLAS001575_B04	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN091008OONLAS001577_H04	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN091008OONLAS001578_C04	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN091008OONLAS001582_A05	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN091008OONLAS001584_D04	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN091008OONLAS001588_B05	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN091008OONLAS001592_E04	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN091008OONLAS001593_F04	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN091008OONLAS001598_C05	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN091009OONLAS001517_E03	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN091009OONLAS001525_F03	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN091009OONLAS001528_G03	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN150812OONL10371_D05	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN150812OONL10372_E05	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN150812OONL10373_F05	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN150812OONL10376_G05	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BDN	BDN150812OONL10377_H05	BayduNord	NorthAm	47.73	-55.44	May 2021 5700 Recluster
BER	BER061009OONLAS004608_F09	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004612_G09	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004613_H09	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004615_A10	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004616_B10	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004617_C10	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004619_D10	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004621_E10	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004624_F10	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004627_G10	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004629_H10	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004631_A11	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004633_B11	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004641_C11	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004645_D11	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004646_E11	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004648_F11	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004649_G11	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004661_A12	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004663_B12	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004665_C12	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004667_D12	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004669_E12	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004671_F12	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004673_G12	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004677_H12	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BER	BER061009OONLAS004679_H11	Big East	NorthAm	50.63435278	-57.169375	May 2021 5700 Recluster
BIG	BIG220809OONLAS004157_C06	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004160_F04	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004162_H04	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004163_A05	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004164_B05	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004165_C05	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004166_D05	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004167_E05	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004169_F05	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004170_G05	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004171_H05	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004172_A06	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004173_B06	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004176_D06	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004177_E06	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004181_F06	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004182_G06	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004183_H06	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004184_A07	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004185_B07	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004186_C07	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004187_D07	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004188_E07	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004189_F07	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004190_G07	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004192_H07	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004193_A08	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIG	BIG220809OONLAS004194_B08	Big River	NorthAm	54.84	-58.94	May 2021 5700 Recluster
BIS	BIS2014SAGA11536_D01	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11539_F01	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11542_G01	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11547_A02	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11557_B02	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11558_C02	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11559_D02	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11560_E02	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11566_F02	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11572_G02	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11578_A03	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11580_A01	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11581_B03	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11582_C03	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11583_B01	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11584_D03	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11590_E03	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BIS	BIS2014SAGA11592_F03	Icelandic Broodstock	Aquculture_Iceland			May 2021 5700 Recluster
BLA	BLA1_1_12_D10	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_15_G10	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_16_H10	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_17_A11	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_18_B11	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_19_C11	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_20_D11	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_22_F11	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_23_G11	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_24_H11	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_25_A12	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_26_B12	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_27_C12	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_28_D12	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_29_E12	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_2_C09	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_30_F12	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_31_G12	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_3_D09	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_5_F09	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_7_G09	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_8_H09	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_1_9_A10	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BLA	BLA1_2_1_H12	BlackRiver	NorthAm	47.88528	-54.16552	May 2021 5700 Recluster
BRA	BRA2_1_10_H05	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_11_A06	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_12_B06	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_13_C06	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_15_D06	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_16_E06	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_18_F06	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_19_G06	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_1_G04	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_20_H06	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_21_A07	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_22_B07	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_23_C07	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_24_D07	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_25_E07	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_26_F07	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_27_G07	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_28_H07	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_29_A08	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_2_H04	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_30_B08	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_31_C08	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_32_D08	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_3_A05	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_4_B05	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_5_C05	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_6_D05	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_7_E05	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_8_F05	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BRA	BRA2_1_9_G05	BranchRiver	NorthAm	46.88712	-53.96672	May 2021 5700 Recluster
BSA	BSA1_1_10_D09	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_11_E09	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_12_F09	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_13_G09	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_14_H09	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_15_A10	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_16_B10	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_17_C10	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_18_D10	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_19_E10	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_1_E08	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_20_F10	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_21_G10	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_22_H10	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_23_A11	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_24_B11	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_25_C11	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_26_D11	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_27_E11	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_28_F11	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_29_G11	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_2_F08	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_30_H11	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_31_A12	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_32_B12	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_3_G08	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_6_H08	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_7_A09	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_8_B09	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSA	BSA1_1_9_C09	BigSalmonierBrook	NorthAm	47.05674	-55.22287	May 2021 5700 Recluster
BSR	BSR120514SP4A0A63580A_D01	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR120514SP4A0B023030_E03	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR120514SP4A0C092D5A_D02	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0A62660B_E02	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0A6B6145_F01	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0A736E35_G01	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0A7E2E03_A02	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0B01145A_E01	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0B016270_B02	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0B09590B_F02	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0B0C0E19_D03	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0B0C2365_A01	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0B0C2917_H02	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0B272F0A_G02	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0B2C0648_C01	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0B2F406C_B01	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0B321D37_F03	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0B343D5F_A03	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0B7C3135_C03	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0B7F6F29_H01	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0C0C1A32_C02	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BSR	BSR190514SP4A0C111D1C_B03	BigSalmon	NorthAm	45.42	-65.41	May 2021 5700 Recluster
BVB	BVB230909OONLAS003240	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003241	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003242	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003243	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003245	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003254	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003255	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003260	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003261	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003262	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003266	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003267	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003268	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003269	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003270	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003275	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003276	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003277	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003278	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003279	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003281	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003283	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003284	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003288	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003290	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003291	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
BVB	BVB230909OONLAS003295	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
Beia	Beia_12_0009_B11	Beiarvassdraget	Norway	67.03	14.58	May 2021 5700 Recluster
Beia	Beia_12_0049_E11	Beiarvassdraget	Norway	67.03	14.58	May 2021 5700 Recluster
Beia	Beia_12_0071_G11	Beiarvassdraget	Norway	67.03	14.58	May 2021 5700 Recluster
Beia	Beia_12_0095_H11	Beiarvassdraget	Norway	67.03	14.58	May 2021 5700 Recluster
Beia	Beia_12_0119_D12	Beiarvassdraget	Norway	67.03	14.58	May 2021 5700 Recluster
Beia	Beia_12_0145_H12	Beiarvassdraget	Norway	67.03	14.58	May 2021 5700 Recluster
Beia	Beia_12_0163_H12	Beiarvassdraget	Norway	67.03	14.58	May 2021 5700 Recluster
Beia	Beia_12_0173_H12	Beiarvassdraget	Norway	67.03	14.58	May 2021 5700 Recluster
Beia	Beia_12_0199_H12	Beiarvassdraget	Norway	67.03	14.58	May 2021 5700 Recluster
Beia	Beia_12_0219_G12	Beiarvassdraget	Norway	67.03	14.58	May 2021 5700 Recluster
Beia	Beia_12_0243_H12	Beiarvassdraget	Norway	67.03	14.58	May 2021 5700 Recluster
Beia	Beia_12_0253_H12	Beiarvassdraget	Norway	67.03	14.58	May 2021 5700 Recluster
Beia	Beia_12_0275_H12	Beiarvassdraget	Norway	67.03	14.58	May 2021 5700 Recluster
Beia	Beia_12_0281_H12	Beiarvassdraget	Norway	67.03	14.58	May 2021 5700 Recluster
